CATEGORY	TOKENS	NUM_WORDS	NUM_CAPITALS	NUM_PUNCTUATIONS
m	Florida Man Is First Case Of Chikungunya Virus Acquired In The U.S .	13	13	2
b	Citigroup Shares Rise as Profit , Revenue Beat Estimates ( 1 )	12	7	3
b	WRAPUP 3-Puerto Rico 's electric power authority gets extension from creditors	11	8	2
t	Japan banned from killing whales after international court finds it 's 'not scientific '	14	1	3
b	US auto sales fall short of expectations in July	9	3	0
b	Iraq Crisis : Latest Sign of US Vulnerability to Oil Price Spikes	12	10	1
e	Sex Tape a comedy that comes up short	8	2	0
e	Kylie Jenner has an embarrassing trip as she leaves Kim Kardashian 's ...	13	4	4
b	Airlines struggling to break even will make 'less than £4 profit per passenger '	14	1	2
t	Scientists Create First Living Organism With 'Artificial ' DNA	9	10	2
b	Time Warner Acquisition Would Make Rupert Murdoch A US Media King	11	12	0
b	Pandora Falls as Advertising Spending Dents Profit Forecast ( 1 )	11	7	2
b	CORRECTED-Retailer TJX posts lower-than-expected quarterly sales	6	13	3
b	INSIGHT-Mega-IPO to rekindle the 'bromance ' behind Alibaba 's rise	10	12	5
e	'Sharknado 2 ' Is Set To Break The Internet , Twitter Be Warned	13	10	3
t	Could we SUCK UP climate change ? Excess carbon dioxide could be absorbed ...	14	8	4
b	Carney Faces Currency Grilling as BOE Accused of Complacency	9	9	0
m	UK 's Cameron Forms Review Into Antibiotic Resistance	8	8	1
b	Rescuers Free Trapped Honduran Miners , Several Still Missing	9	8	1
b	Trading was quiet ahead of the Memorial Day holiday .	10	3	1
e	One cool customer : Hilary Duff looks relaxed in curve-hugging jeans ... day ...	14	3	8
e	German website Bild publishes Kate , Duchess of Cambridge 's bare bottom picture	13	5	2
t	Amazon to unveil smartphone in time for holidays -WSJ	9	4	1
m	Reports of e-cigarette injury jump amid rising popularity , US data show	12	3	2
m	America 's Best Hospital Is ...	6	4	4
b	Corn Climbs for Third Day as US Planting Lags Five-Year Pace	11	11	1
b	UPDATE 1-ECB to wait for June measures to bite as inflation stays low	13	10	1
b	Draghi says ECB may act after sees June forecasts	9	5	0
m	US Case of Deadly MERS Sparks Call for Congressional Hearings	10	12	0
e	Well ... she is a Pretty Woman ! Richard Gere is 'quietly dating Top Chef host ...	17	7	8
b	COLUMN-Are Asia 's crude oil buyers too relaxed over Iraq ? : Clyde Russell	14	11	4
b	Shire says AbbVie offer undervalues group	6	3	0
e	Kim Kardashian and Kanye West enjoy dinner in Paris as they plan wedding	13	5	0
b	Surging US Stocks Echo Dot-Com Rally With Cheaper P/E	9	12	2
e	'The honour of your presence is requested ' : Kim Kardashian and Kanye West 's ...	16	5	7
t	Lightning From Space , As Seen From The International Space Station	11	10	1
t	Comcast Adds TV Subscribers Again , Defying Industry Trend	9	9	1
e	Jennifer Lawrence stars as a beautiful bridesmaid in a real life Martha Stewart ...	14	4	3
b	FOREX-Dollar edges lower ahead of key US economic data	9	8	1
b	Mortgage Applications in the US Fell Last Week as Rates Rose	11	9	0
t	Chariklo asteroid has two RINGS	5	6	0
b	GLOBAL MARKETS-World stock markets mostly flat , gold edges up on Ukraine ...	13	15	5
e	The phantom film set : Tantalising glimpse of new Star Wars movie locations as ...	15	4	4
e	Johnny Depp 'subpoenaed in murder case to prove killer limo driver is insane '	14	2	2
e	CFDA red carpet	3	4	0
e	UPDATE 2-Turkey 's harrowing 'Winter Sleep ' takes top prize at Cannes	12	10	4
b	Deals of the day- Mergers and acquisitions	7	2	1
b	US STOCKS SNAPSHOT-Wall St pulls back from record levels	9	18	1
b	Trader Speed Craze Threatens Stability , Schneiderman Says	8	7	1
b	Nestle Reports Slowest First-Quarter Sales Growth Since 2009 ( 2 )	11	8	3
b	GLOBAL MARKETS-Stocks rise on upbeat US data , euro falls	10	16	2
b	Alstom Battle Intensifies as Siemens Plans to Counter GE	9	8	0
b	Carney Fuses Bank of England Departments After McKinsey Review	9	9	0
b	UPDATE 2-Cyber fugitive Dotcom mocks authorities : `` From 0 into a $ 210m ...	15	9	7
t	UPDATE 1-GM adds 218000 older small cars to growing recall list	11	8	1
b	CORRECTED-UPDATE 1-Hong Kong 's soaring bank exposure to China sparks ...	11	18	6
b	Let 's Recognize Bangladesh 's Women Garment Workers Positively : As ...	12	8	6
b	UPDATE 5-Japan , Australia clinch trade deal as US-Tokyo talks heat up	12	11	3
e	Marc Webb Knows He Wo n't Get Too Many Chances To Direct A Movie Like 'The ...	17	15	5
e	Ousted New York Times editor to grads : Show what you are made of	14	5	1
b	Christie Bridge Prosecutors Ask to Delay Testimony	7	6	0
e	Yahoo Looking To Enter Original Programming Game : WSJ	9	10	1
b	Gold Holds Below $ 1300 as US Economy Weighed Against Ukraine	11	9	1
m	Headbanging Causes Brain Bleed Incident , But Doctors Say Rock On Anyway	12	11	1
b	Hungary passes new law on loans that could hit banks	10	1	0
b	US economic growth to continue at modest pace - Fed 's Lacker	12	4	2
e	' I have a true passion for legs ' Mad Men costume designer Janie Bryant unveils ...	17	5	5
e	Johnny Depp Sort Of Confirms Engagement Rumors By Wearing 'Chick 's Ring '	13	11	3
e	Teary-eyed Anna Wintour embraces Michelle Obama in rare public display of ...	12	5	4
b	UPDATE 1-Siemens and Mitsubishi finalise Alstom offer	7	9	1
e	Fox confirms order for Batman prequel TV series Gotham starring Ben McKenzie	12	8	0
b	Argentine Bond Swap Plan Violates US Orders , Judge Says	10	10	1
b	RPT-US regulators to vote on final bank leverage rules	9	5	1
b	How rice and wheat divided the world : Cultural differences between East and ...	14	3	4
t	White House To Make Another Big Push On Climate With New Report On Impacts	14	14	0
b	Thomas Piketty Is No . 1 On Amazon Right Now	10	8	1
e	Minka Kelly attends opening night of James Franco 's Of Mice And Men on ...	15	8	4
m	How Much Sunscreen Do You Really Need For Your Body ?	11	10	1
e	Jenny McCarthy to host new SiriusXM talk show about sex , marriage and ...	14	6	4
t	Comcast-Time Warner Hearing to Feature Golf Network , Wi-Fi Firm	10	10	3
e	On July 4th : Who Will Sing `` The Star-Spangled Banner ? ''	13	9	5
e	'It 's a shock to the system , ' says Irish PM as Garth Brooks ' decision to pull out of ...	22	6	8
t	Microsoft Fails to Block US Warrant for Ireland E-Mail	9	9	1
e	Diane Sawyer Steps Down From 'World News , ' And ABC Tears Up The Network ...	16	15	6
b	Amazon under investigation after worker was crushed to death in their huge ...	13	1	3
b	UPDATE 1-BoE 's Carney says UK economy not close to overheating	11	11	2
m	Minnesota Becomes First State To Ban Antibacterial Chemical Triclosan From ...	11	10	3
t	Comcast adds video subscribers , beats Street	7	2	1
b	Powerade Drops Controversial Brominated Vegetable Oil Ingredient	7	7	0
b	Crumbs Bake Shop Closes : Cupcake Chain Shuttering Stores In 12 States And ...	14	11	4
e	CORRECTED-Singer-producer Pharrell Williams to join NBC show 'The Voice '	10	17	4
e	'Straight Outta Compton ' Gets Release Date & First Photo	10	8	3
b	Colin Kaepernick Slams TMZ , Denies Sexual Assault Rumors	9	10	1
b	UK Stocks Rise on Chinese Manufacturing Report ; Aberdeen Jumps	10	9	1
e	A tale of two outfits : Chloë Grace Moretz goes from grungy to glam as she ...	17	4	4
e	Eminem 's Spike Lee-Directed 'Headlights ' Video Is The Perfect Mother 's Day ...	14	11	8
b	Euro-Area Economic Confidence Climbs More Than Expected in May	9	9	1
t	UPDATE 1-BlackBerry wins court order against TV host Ryan Seacrest 's Typo	12	13	2
t	Ex-Microsoft Employee Charged With Stealing Trade Secrets ( 2 )	10	8	3
t	States Pass Smartphone 'Kill Switch ' Bills That Wireless Companies Hate	11	10	2
e	I Watched Duke Porn Star Belle Knox Strip At A Gentlemen 's Club	13	12	1
b	Jana 's Rosenstein Joins Ubben Saying Herbalife No Pyramid Scheme	10	9	1
b	PRESS DIGEST- Financial Times - March 26	7	14	2
b	AstraZeneca weighs on Europe shares as it rejects Pfizer bid	10	4	0
e	Levi 's CEO Chip Bergh : 'Do n't Wash Your Jeans '	12	10	5
e	Call the orthodontist ! Miley Cyrus snarls as she shows off her joke snaggle ...	15	3	4
b	GLOBAL MARKETS-Asian shares edge down , dollar struggles	8	14	2
b	Japan 's Risk of Inflation With Low Growth Raises Stakes for Abe	12	9	1
e	Conscious Uncoupling	2	2	0
b	Adecco rallies as European shares advance	6	2	0
m	UPDATE 1-US FDA moves to ban sales of e-cigarettes to minors	11	11	2
b	Shortage Leads Airlines To Drop Limes From Beverage Service	9	9	0
b	Murdoch 's Time Warner Offer Is Generous : Bob Wright	10	8	2
t	Here 's The Next iPhone , From A Designer With An Eerily Accurate Prediction ...	15	12	5
m	More Than 100 Passengers Sick On California Cruise	8	7	0
b	UPDATE 1-Japan court rules against nuclear restart in rare win for activists	12	7	1
b	Toyota : `` business as usual '' in South Africa despite strike	12	3	3
t	Astronomer discovers it 's possible to have a sun that hosts SIXTY habitable ...	14	6	4
e	The 5 Best Places to Celebrate St. Patrick 's Day	10	7	2
b	Citigroup 's $ 7B Settlement : Who Actually Benefits ?	10	6	4
t	UPDATE 1-Google removes first search results after EU ruling	9	9	1
b	Portuguese Bonds Advance With Ireland 's Amid ECB Stimulus Bets	10	11	1
b	Disruption of Russian gas to Europe unlikely , energy firms say	11	3	1
t	Mazda recalls 42000 cars after discovering SPIDERS can weave webs in the ...	13	8	3
e	'The Other Woman ' Review : It Has Zip But Little Else	12	10	3
b	BIS Damps $ 2 Trillion Emerging Market Company Debt Spree	10	10	1
e	Watch The 'Game Of Thrones ' Cast React To The Purple Wedding ( SPOILER )	15	18	4
b	Arthur Sulzberger , Jr. Disputes Jill Abramson Firing Was About Pay	11	10	2
b	Euro Climbs Before ECB as Treasuries Drop for 4th Day	10	9	0
b	Putting People First : The Yellen Era Begins at the Fed	11	8	1
e	'Game Of Thrones ' Season 4 Episode 2 Recap : 'The Lion And The Rose '	16	11	5
b	Cross Screen Content -- Do or Die	7	5	2
b	General Motors apologize for deaths tied to parts they knew were faulty	12	2	0
e	This 'Game Of Thrones'/'Frozen ' Parody Is Disturbingly Good	9	9	5
b	AT & T Set To Announce DirecTV Acquisition Sunday	9	11	1
b	China Signs 30-Year Gas Deal With Russia 's Gazprom	9	8	2
b	El-Erian Exit Is Pimco Distraction as Gross Saves Legacy	9	9	1
b	Emirates Scraps Airbus Order , Giving Boeing a Multibillion-Dollar Opening	10	9	2
e	Bowe Bergdahl 'is gradually being provided media coverage ' about his ...	12	2	5
t	Google Explains Exactly How It Reads All Your Email	9	9	0
e	Amanda Bynes takes to Twitter to thank fans for birthday wishes	11	3	0
b	Janet Yellen Stakes Out Position On Fighting Financial Stability Risks	10	10	0
b	Why Alibaba Might Want to Invest in Snapchat	8	6	0
b	Virtu Filing Shines Light on High-Frequency Trading	7	7	1
b	Europe Factors to Watch-Shares set to dip ; all eyes on Alstom	12	5	2
t	Apple Introduces iOS 8 And Texting Will Never Be The Same	11	11	0
e	The top films at the North American box office	9	3	0
e	Aust comics pay tribute to Seinfeld	6	2	0
e	Madonna Turns Up For Jury Duty In New York	9	9	0
b	US STOCKS-Wall St edges lower , on track for weekly loss	11	10	2
b	Corn Slumps to Lowest Since 2010 on Ample US Supplies	10	8	0
m	UPDATE 2-Five dead as Sierra Leone records first Ebola outbreak	10	10	1
b	Billionaire Timchenko Says China Has $ 20 Billion for Yamal LNG	11	10	1
b	FOREX-Dollar gains on data , NZ dollar hits over 2-1/2-year high	11	8	5
b	Nikkei falls as BOJ awaited ; construction equipment makers hit by Caterpillar	12	5	1
b	PRECIOUS-Gold slips as dollar firms on strong US data , rate hike talk	13	11	2
t	UPDATE 1-California lawsuit claims more GM vehicles faulty than in recall	11	9	1
b	RPT-In China , family members ramp up pressure over missing plane	11	5	2
t	Why Apple 's Tightwad Ways Wo n't Change With Deal for Flashy Headphones	13	10	2
e	Met Gala 2014 Beauty Predictions : The 5 Biggest Red Carpet Hair & Makeup ...	15	10	5
t	CORRECTED-France 's Iliad confirms bid for T-Mobile US	8	15	3
e	Farley Mowat , Chronicler of the Canadian North , Dies at 92	12	6	2
t	Google Plus Head Gundotra Exits After 8 Years at Web Giant ( 1 )	14	9	2
b	Oil Falls as Libyan Supply Seen Rising , Iraq Output Remains Safe	12	10	1
e	11 Reasons Going To Coachella Makes You Kick Ass At Life	11	10	0
b	BOE Tools to Tame UK Housing Market May Not Work , OECD Says	13	17	1
t	Samsung Says Insurance to Cover Costs From Brazil Theft	9	8	0
b	US STOCKS-Wall St dips on Fed 's Bullard comments on interest rates	12	12	2
b	Shire flags existing and new drugs in defence to AbbVie	10	3	0
b	Euro Weakens to One-Month Low on ECB Outlook as Inflation Slows	11	11	1
b	UPDATE 4-GM safety crisis grows with recall of 3 mln more cars for ignition issues	15	8	1
b	WRAPUP 2-Strong durable goods orders buoy US growth outlook	9	9	1
e	The Holiday and Magnificent Seven star Eli Wallach dies aged 98	11	6	0
b	FTSE up on company updates , Barclays jumps	8	5	1
b	Do n't Talk About Record Stock Prices to Owners of These Shares	12	9	1
t	Protected Site Of Ancient Dinosaur Tracks To Be Unveiled In Utah	11	11	0
b	US STOCKS-Wall St falls on retail data ; oil lifts energy shares	12	10	2
b	UPDATE 1-Unilever sells Ragu and Bertolli brands to Mizkan for $ 2.15 bln	13	10	3
m	FDA rules that honey with added sweeteners can no longer be called 'honey '	14	3	2
t	Facebook Outage : Service Restored After Worldwide Disruption	8	7	1
e	Outrage over Kardashian sisters 'TEXTING ' and chatting at MTV VMAs during a ...	14	15	5
e	WWE Legend Pat Patterson Comes Out As Gay	8	10	0
m	Lesbian , gay , and bisexual Americans more likely to smoke and drink excessively	14	2	2
e	Aus Elsa got new hubby to play princesses	8	2	0
b	Twitter Tries Out A New Definition For Twitter	8	8	0
b	ECB Unites With BOE in Call to Ease Asset-Backed Bond Rules ( 1 )	14	14	3
e	Amazon Wo n't Sell You The Paperback Version Of The Anti-Amazon Book	12	12	2
b	US STOCKS-Wall St ends higher as blue chips rally ; Intel up late	13	11	2
b	Coldwater Creek Wins Approval of Loan to Fund Liquidation ( 1 )	12	7	2
e	Alyson Hannigan arrives at How I Met Your Mother director 's house with 16 ...	15	7	4
t	Yahoo owns a 40percent stake in Alibaba and cash infusion from stock sale ...	14	2	3
b	Target Taps an Outsider to Revamp IT Security After Massive Hack	11	10	0
b	People Are n't Buying Guns	5	4	1
e	Phil Robertson Is A Modern-Day Prophet Akin To John The Baptist , Says ...	14	13	5
e	There 's Something About Miley ! Cyrus shares topless Instagram snap as she ...	14	6	5
m	First case of MERS contracted on US soil : Illinois resident catches deadly virus ...	15	8	4
b	Hong Kong benchmark hits highest since December on property gains ; China slips	13	4	1
t	Tesla Making Patents 'Open Source ' to Boost Electric Cars	10	8	2
e	Megan Fox Posts Makeup-Free Selfie	5	6	1
t	Newly Discovered Shrew May Look Like A Mouse , But It 's More Closely Related ...	16	13	5
b	RPT-India 's March CPI inflation quickens to 8.31 pct	9	8	3
b	UPDATE 2-Russia 's Gazprom reduces gas to Ukraine after deadline passes	11	9	2
e	'Game Of Thrones ' Purple Wedding Fan Reactions Are Amazing	10	9	2
e	Naomi Campbell is on form in striking embellished gown as she makes at ...	14	2	3
m	U.S. Childhood Obesity Rates Have Actually Increased Over The Past 14 Years ...	13	12	5
e	The other two works are set to go under the hammer at Sotheby 's day sale ...	17	2	4
b	UPDATE 5-US May car sales jump to 1.6 million , beating expectations	12	9	3
b	Vietnam furious as they accuse Chinese ship of deliberately sinking fishing boat ...	13	2	3
e	Amazon Picks Six Original Series , Dumps Two	8	7	1
b	UPDATE 2-US Fed corrects stress test results , says most changes minor	12	9	2
b	Are Investors Complacent About Risk ? Concern Raised in June Fed Meeting	12	10	1
t	Cable Networks Largely Ignore Major Climate Change Report	8	8	0
b	Draghi Ready to Cut Rates in June as Euro Hurts Outlook	11	8	0
e	Hello Kitty Is Not A Cat Because Nothing Makes Sense Anymore	11	11	0
b	Fitch Revises Swedbank 's Outlook to Positive ; Affirms IDR at ' A+ '	14	10	5
m	The Clock Is Winding Down On Medical Marijuana For Kids In Illinois	12	12	0
b	UPDATE 1-VW to push electric cars in China as market opens	11	9	1
e	Holy Fire Easter Ceremony Draws Orthodox Christians To Church Of The Holy ...	13	12	3
t	A Look At Tesla 's Cheapest Car , The Model 3	11	8	2
b	Coca-Cola , Pepsi Plan to Remove Controversial Beverage Additive	9	8	2
b	Ohio Alters Permit Conditions for Fracking After Earthquakes	8	7	0
m	E-cigarettes are 'less harmful than ordinary cigarettes ' : Healthcare professionals ...	12	2	7
e	Actress Gwyneth Paltrow and Coldplay 's Chris Martin separate	9	6	1
e	Robin Thicke , Please Check Your White Privilege	8	7	1
b	Uber 's Fare War on New York Taxis Puts Million-Dollar Medallions at Risk	13	11	2
e	Oprah Asks Dina Lohan About Her Regrets , Failures And Fears As A Mother ...	15	13	4
b	EBay 's Q2 revenue climbs 13 percent	7	3	1
e	Brody Jenner proudly shares snap from DJ gig in Chicago as he skips Kim ...	15	6	3
e	Top films at the North American box office	8	3	0
b	California 's Governor Wants Water Tunnels . Antitax Group Wants to Know Who ...	14	10	5
b	Boeing Profit Beats Estimates on Higher Jetliner Deliveries ( 1 )	11	7	2
b	US STOCKS-Futures point to lower open after weak GDP report	10	12	1
b	Missing Bitcoins Found As Mt . Gox Recovers $ 120 Million From Old Electronic ...	15	11	5
b	Libya Crude Oil Sales to Rise as Rebels Surrender Two Ports ( 2 )	14	9	2
b	UK Stocks Little Changed as LSE Jump on Frank Russell	10	11	0
b	Mid-term inflation projections key to ECB action-Constancio	7	5	2
e	Calorie Bombs in Your Easter Basket	6	5	0
b	FOREX-Dollar under pressure on rising Ukraine tension	7	7	1
e	Bachelor Juan Pablo Galavis chooses Nikki Ferrell ... but says he 'is n't 100 per ...	16	6	8
